ANNÉE;EDITION RENCONTRES TRANS MUSICALES ;ARTISTES;NOM SPECTACLE OU SOIRÉE;1ER PROJET ATM;1ERE DATE;1ERE SALLE;1ERE VILLE;2EME PROJET;2EME DATE;2EME SALLE;2EME VILLE;3EME PROJET;3EME DATE;3EME SALLE;3EME VILLE;4EME PROJET;4EME DATE;4EME SALLE;4EME VILLE;5EME PROJET;5EME DATE;5EME SALLE;5EME VILLE;6EME PROJET;6EME DATE;6EME SALLE;6EME VILLE;ORIGINES PAYS 1;ORIGINES PAYS 2;ORIGINES PAYS 3;ORIGINES PAYS 4;ORIGINES VILLE 1;ORIGINES VILLE 2;ORIGINES VILLE 3;ORIGINES VILLE 4;ANNEE  DE FORMATION;1ère SORTIE DISCOGRAPHIQUE
2017;39èmes Rencontres Trans Musicales de Rennes;Flamingods;;;2017-12-08;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;Bahreïn;;;;;;;;2009;
2014;36èmes Rencontres Trans Musicales de Rennes;Gandi Lake;;Tournée des Trans;2014-11-13;Ubu;Rennes;Tournée des Trans;2014-11-28;Le Cargö;Caen;Focus;2014-11-04;L'Étage;Rennes;;;;;;;;;;;;;France;;;;Caen;;;;2013;2014.0
2014;36èmes Rencontres Trans Musicales de Rennes;Fitness;France Enters Godmode;;2014-12-07;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;2014 / 2008 avec le groupe Mr Dream;2014.0
2014;36èmes Rencontres Trans Musicales de Rennes;I Me Mine;;Focus;2014-11-05;L'Étage;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Toulouse;;;;2011;2014.0
2014;36èmes Rencontres Trans Musicales de Rennes;La Fine Equipe;;;2014-12-05;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Marseille;;;;2004;2008.0
2017;39èmes Rencontres Trans Musicales de Rennes;Sama' سماء;;;2017-12-09;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;Palestine;;;;Ramallah;;;;2006 (sous le nom de SkyWalker jusqu'en 2017);
2016;38èmes Rencontres Trans Musicales de Rennes;Meute;;;2016-12-03;Parc des Expositions - Hall 8;Bruz;;;;;;;;;;;;;;;;;;;;;Allemagne;;;;Hambourg;;;;2015;
2016;38èmes Rencontres Trans Musicales de Rennes;Rouge Gorge;;;2016-11-30;L'Aire Libre;Saint-Jacques-de-la-Lande;;2016-12-01;L'Aire Libre;Saint-Jacques-de-la-Lande;;2016-12-04;L'Aire Libre;Saint-Jacques-de-la-Lande;;;;;;;;;;;;;France;;;;Rennes;;;;2011;
2016;38èmes Rencontres Trans Musicales de Rennes;Vyryl;;;2016-12-03;L'Étage;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Besançon;;;;2012;
2015;37èmes Rencontres Trans Musicales de Rennes;France;;;2015-12-05;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Valence;Saint-Etienne;;;2005;2006.0
2014;36èmes Rencontres Trans Musicales de Rennes;Alphaat;;Tournée des Trans;2014-11-29;Le Coatélan;Morlaix;;2014-12-06;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;France;;;;Nantes;;;;2010;2012.0
2015;37èmes Rencontres Trans Musicales de Rennes;The Dizzy Brains;;;2015-12-04;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;Madagascar;;;;Tananarive;;;;2011;2011.0
2018;40èmes Rencontres Trans Musicales de Rennes;Indianizer;;;2018-12-08;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;Italie;;;;Turin;;;;2013;
2014;36èmes Rencontres Trans Musicales de Rennes;Vilify;;;2014-12-05;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;Canada;;;;Montréal;;;;Milieu des années 2000;2012.0
2014;36èmes Rencontres Trans Musicales de Rennes;Le Zooo;;Tournée des Trans;2014-12-14;Le Fuzz'Yon;La Roche-sur-Yon;Tournée des Trans;2014-11-21;La Citrouille;Saint-Brieuc;Tournée des Trans;2014-11-28;La Nouvelle Vague;Saint-Malo;;2014-12-06;Parc des Expositions - Hall 8;Bruz;;;;;;;;;France;;;;Rennes;;;;2014;2014.0
2014;36èmes Rencontres Trans Musicales de Rennes;Pierre Kwenders;;Focus Canada;2014-12-04;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Canada;République Démocratique du Congo;;;Montréal;;;;2011;2013.0
2014;36èmes Rencontres Trans Musicales de Rennes;Ten Walls;;;2014-12-05;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Lituanie;;;;Kaunas;;;;2013 / 2007 sous le pseudo Mario Basanov;2013.0
2013;35èmes Rencontres Trans Musicales de Rennes;Labelle;;;2013-12-06;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;France (Réunion);;;;;;;;1999;2012.0
2018;40èmes Rencontres Trans Musicales de Rennes;Aloïse Sauvage;;Création;2018-12-05;L'Aire Libre;Saint-Jacques-de-la-Lande;Création;2018-12-06;L'Aire Libre;Saint-Jacques-de-la-Lande;Création;2018-12-07;L'Aire Libre;Saint-Jacques-de-la-Lande;Création;2018-12-08;L'Aire Libre;Saint-Jacques-de-la-Lande;Création;2018-12-09;L'Aire Libre;Saint-Jacques-de-la-Lande;;;;;France;;;;Le Mée-sur-Seine;;;;2015;
2012;34èmes Rencontres Trans Musicales de Rennes;China Rats;;;2012-12-06;Parc des Expositions - Hall 3;Bruz;Les Trans dans les Prisons;2012-12-07;Centre Pénitentiaire des Hommes;Vezin-Le-Coquet;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Leeds;;;;2011;2011.0
2013;35èmes Rencontres Trans Musicales de Rennes;Les Gordon;;;2013-12-06;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;2011;2012.0
2013;35èmes Rencontres Trans Musicales de Rennes;La Yegros;;;2013-12-05;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;Argentine;;;;;;;;2008 /1995 au sein de De La Guarda;2013.0
2017;39èmes Rencontres Trans Musicales de Rennes;Thor & Friends;;;2017-12-08;Parc des Expositions - Hall 8;Bruz;Conférence-Concert du Jeu de l'Ouïe;2017-12-09;Les Champs Libres;Rennes;;;;;;;;;;;;;;;;;États-Unis;;;;Austin;;;;2015;
2010;32èmes Rencontres Trans Musicales de Rennes;Sudden Death of Stars;;Tournée des Trans;2010-12-02;L'Olympic;Nantes;Tournée des Trans;2010-12-03;La Carène;Brest;Tournée des Trans;2010-12-04;Le Fuzz'Yon;La Roche-sur-Yon;;2010-12-11;L'Étage;Rennes;;;;;;;;;France;;;;Rennes;;;;2008;2010.0
2010;32èmes Rencontres Trans Musicales de Rennes;Renaissance Man;;;2010-12-11;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Finlande;;;;Helsinki;;;;2008;2009.0
2010;32èmes Rencontres Trans Musicales de Rennes;The Inspector Cluzo & Mates;;;2010-12-11;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;2007;2008.0
2010;32èmes Rencontres Trans Musicales de Rennes;Shogun Kunitoki;;;2010-12-10;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;Finlande;;;;;;;;1998;2006.0
2016;38èmes Rencontres Trans Musicales de Rennes;Mostla Soundsystem;;;2016-12-02;Théâtre du Vieux Saint-Etienne;Rennes;;2016-12-03;Théâtre du Vieux Saint-Etienne;Rennes;;2016-12-04;Théâtre du Vieux Saint-Etienne;Rennes;;;;;;;;;;;;;France;;;;Paris;;;;2014;
2014;36èmes Rencontres Trans Musicales de Rennes;Lord Paramour;;;2014-12-05;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;2012 / Dj Marrrtin : 2009 / Ajax Tow en solo : 2006;2014.0
2014;36èmes Rencontres Trans Musicales de Rennes;Barnt + Aguayo;;;2014-12-06;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Allemagne;Chili;;;Cologne;;;;2014 / 2010 pour Barnt / 1998 pour Matias Aguayo;
2014;36èmes Rencontres Trans Musicales de Rennes;DBFC;;;2014-12-05;Parc des Expositions - Hall 8;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;2014;2014.0
2008;30èmes Rencontres Trans Musicales de Rennes;Le Corps Mince de Françoise;;;2008-12-05;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Finlande;;;;;;;;2006;2008.0
2008;30èmes Rencontres Trans Musicales de Rennes;DJ Le Clown Video Circus;;;2008-12-04;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;2006;
1996;18èmes Rencontres Trans Musicales de Rennes;DJ Morpheus;Soirée Free Zone;;1996-12-05;L'Espace;Rennes;;;;;;;;;;;;;;;;;;;;;Belgique;Israël;;;;;;;1994;1994.0
1996;18èmes Rencontres Trans Musicales de Rennes;Afro Celt Sound System;;;1996-12-05;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1995;1996.0
1997;19èmes Rencontres Trans Musicales de Rennes;Insane Clown Posse;;;1997-12-05;Liberté;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Detroit;;;;1988;1993.0
1997;19èmes Rencontres Trans Musicales de Rennes;DJ Wild Child;;;1997-12-02;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1994;1997.0
1997;19èmes Rencontres Trans Musicales de Rennes;Djoloff;;;1997-12-03;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Sénégal;France;;;;Paris;;;;1997.0
1996;18èmes Rencontres Trans Musicales de Rennes;Roger Sanchez;Soirée Planète;;1996-12-07;Parc des Expositions - House Hall;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;1991;1991.0
1996;18èmes Rencontres Trans Musicales de Rennes;Miss Kittin;Soirée Zone France;;1996-12-06;L'Espace;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Grenoble;;;;1992;1996.0
1996;18èmes Rencontres Trans Musicales de Rennes;Monk & Canatella;;;1996-12-05;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Bristol;;;;1994;1995.0
1995;17èmes Rencontres Trans Musicales de Rennes;Accrorap;;Quartiers en Trans;1995-12-01;Centre Culturel Le Triangle;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;1993;
2018;40èmes Rencontres Trans Musicales de Rennes;Cyril Cyril;;Focus Suisse;2018-12-07;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Suisse;;;;Genève;;;;2017;
1992;14èmes Rencontres Trans Musicales de Rennes;Straw Dogs;Bordeaux en Trans;;1992-12-02;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Bordeaux;;;;1989;1991.0
1991;13èmes Rencontres Trans Musicales de Rennes;Dorothy Masuka;;;1991-12-05;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Zimbabwé;;;;Hararé;;;;1950's;
1992;14èmes Rencontres Trans Musicales de Rennes;Sale Défaite;;;1992-12-04;Le Satori;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Lyon;;;;;1992.0
1986;8èmes Rencontres Trans Musicales de Rennes;Les Avions;Daho en concert avec ses amis;;1986-12-09;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1980;1982.0
1987;9èmes Rencontres Trans Musicales de Rennes;The Deltones;;;1987-12-11;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1984;1989.0
1986;8èmes Rencontres Trans Musicales de Rennes;Blah Blah Blah;;;1986-12-10;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Irlande;;;;Belfast;;;;1983;1986.0
1987;9èmes Rencontres Trans Musicales de Rennes;The Wild Ones;;;1987-12-10;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Belgique;;;;Bruxelles;;;;;1983.0
1987;9èmes Rencontres Trans Musicales de Rennes;Roadrunners;;;1987-12-10;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Le Havre;;;;;1989.0
1995;17èmes Rencontres Trans Musicales de Rennes;Scan X;Soirée Planète;;1995-12-02;Parc des Expositions - Techno Hall;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1993;1993.0
1995;17èmes Rencontres Trans Musicales de Rennes;Terminal Buzz Bomb;;Quartiers en Trans;1995-11-29;MJC Cleunay;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;1994;1995.0
1995;17èmes Rencontres Trans Musicales de Rennes;Little Axe;15ème Anniversaire On-U-Sound;;1995-12-01;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Artford;;;;;1993.0
1995;17èmes Rencontres Trans Musicales de Rennes;Red Snapper;;;1995-11-30;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1993;1994.0
1989;11èmes Rencontres Trans Musicales de Rennes;Vibeke Hansen;Psycocandy in Killingstone;Bars en Trans;1989-12-08;La Péniche;Rennes;;;;;;;;;;;;;;;;;;;;;Danemark;;;;Copenhague;;;;;
1988;10èmes Rencontres Trans Musicales de Rennes;Forguette Mi Notte;;Apéro'Trans;1988-12-03;Le Cactus;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Tours;;;;1987;1991.0
1988;10èmes Rencontres Trans Musicales de Rennes;Yargo;Soirée 10ème Anniversaire;;1988-12-01;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Manchester;;;;;1987.0
1987;9èmes Rencontres Trans Musicales de Rennes;Happy End;;;1987-12-11;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;1983;1987.0
1982;4èmes Rencontres Trans Musicales de Rennes;Hermine;"Nuit ""Crammed Discs""";;1982-12-14;Amphi Chateaubriand;Rennes;;;;;;;;;;;;;;;;;;;;;France;Royaume-Uni;;;Paris;Londres;;;1976;1980.0
1983;5èmes Rencontres Trans Musicales de Rennes;Wild Child;;;1983-12-13;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Marseille;;;;1975;1982.0
1990;12èmes Rencontres Trans Musicales de Rennes;Woodentrucks;;Bars en Trans;1990-12-07;La Trinquette;Rennes;;;;;;;;;;;;;;;;;;;;;Belgique;;;;Bruxelles;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;The Words;;Bars en Trans;1990-12-05;L'Aventure;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Nancy;;;;;
2005;27èmes Rencontres Trans Musicales de Rennes;Nervous Cabaret;;;2005-12-08;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;2003;2004.0
2005;27èmes Rencontres Trans Musicales de Rennes;Skim & Tone;;;2005-12-10;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;2000.0
2006;28èmes Rencontres Trans Musicales de Rennes;Nouvel R;;Kaléidoscope;2006-11-19;Salle municipale;Bazouges-la-Pérouse;Tournée des Trans;2006-11-23;Ubu;Rennes;Tournée des Trans;2006-12-01;Le VIP;Saint-Nazaire;Tournée des Trans;2006-12-02;Run Ar Puns;Châteaulin;;2006-12-09;Parc des Expositions - Hall 4;Bruz;;;;;France;;;;Angers;;;;2004;
2005;27èmes Rencontres Trans Musicales de Rennes;Gang Of Four;;;2005-12-10;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Leeds;;;;1978;1978.0
2006;28èmes Rencontres Trans Musicales de Rennes;Kudu;;;2006-12-09;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;;2001.0
2005;27èmes Rencontres Trans Musicales de Rennes;Damien;;;2005-12-07;L'Aire Libre;Saint-Jacques-de-la-Lande;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Yo Majesty;;;2007-12-08;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Tampa;;;;2000;2006.0
2007;29èmes Rencontres Trans Musicales de Rennes;Dajla;;Focus;2007-12-06;Le 4 Bis;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;2004;2006.0
2007;29èmes Rencontres Trans Musicales de Rennes;Etienne De Crécy Live (Superdiscount);;;2007-12-07;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;1993;1996.0
2004;26èmes Rencontres Trans Musicales de Rennes;The Infadels;;;2004-12-02;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2003;2003.0
2004;26èmes Rencontres Trans Musicales de Rennes;Tim Wright;;;2004-12-04;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;York;;;;1992;1993.0
2004;26èmes Rencontres Trans Musicales de Rennes;Jaojoby;;;2004-12-03;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Madagascar;;;;;;;;1970;1976.0
2001;23èmes Rencontres Trans Musicales de Rennes;Techno Animal;;;2001-12-01;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;1991;1991.0
2001;23èmes Rencontres Trans Musicales de Rennes;Soul Jazz DJ's;;;2001-11-29;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;;
1993;15èmes Rencontres Trans Musicales de Rennes;DJ Mix Master Morris;Rave Ô Trans II;;1993-12-04;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Brighton;;;;1982;1990.0
1993;15èmes Rencontres Trans Musicales de Rennes;DJ Moose;Rave Ô Trans II;;1993-12-04;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1991;1994.0
1993;15èmes Rencontres Trans Musicales de Rennes;Grant Lee Buffalo;;;1993-12-04;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Los Angeles;;;;1992;1993.0
1994;16èmes Rencontres Trans Musicales de Rennes;Vein;;;1994-12-01;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;1994.0
1992;14èmes Rencontres Trans Musicales de Rennes;Jim Rose Circus Sideshow;Nuit Foufounes Electriques;;1992-12-02;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Seattle;;;;1990;
1992;14èmes Rencontres Trans Musicales de Rennes;Ali Hassan Kuban;;;1992-12-03;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;Égypte;;;;Le Caire;;;;1942;1980.0
1993;15èmes Rencontres Trans Musicales de Rennes;Mystery Slang;;;1993-12-01;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Bristol;;;;;1991.0
1994;16èmes Rencontres Trans Musicales de Rennes;Jungle;;Quartiers en Trans;1994-12-03;MJC Cleunay;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Bo Dollis & The Wild Magnolias;;;1990-12-08;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;La Nouvelle-Orléans;;;;1950's;1970.0
1995;17èmes Rencontres Trans Musicales de Rennes;Julien Lourau Groove Gang;;Quartiers en Trans;1995-11-30;Ferme de la Harpe;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;1993;1995.0
1995;17èmes Rencontres Trans Musicales de Rennes;DJ Gilb-R & MC Otis;;;1995-12-02;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;;;;;;
1982;4èmes Rencontres Trans Musicales de Rennes;Printemps Noir;;;1982-12-16;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Brest;;;;1981;
1981;3èmes Rencontres Trans Musicales de Rennes;Fred Fatigueros;;;1981-12-16;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Rouen;;;;;
2002;24èmes Rencontres Trans Musicales de Rennes;Jaga Jazzist;;;2002-12-06;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;Norvège;;;;;;;;1994;1996.0
2003;25èmes Rencontres Trans Musicales de Rennes;Mix City;;Tournée des Trans;2003-11-25;L'Olympic;Nantes;Tournée des Trans;2003-11-27;L'Omnibus;Saint-Malo;;2003-12-05;Village;Rennes;;;;;;;;;;;;;France;;;;Nantes;;;;2000;2005.0
2003;25èmes Rencontres Trans Musicales de Rennes;Ty;;;2003-12-04;Liberté Haut;Rennes;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;Milieu 1990's;1997.0
2001;23èmes Rencontres Trans Musicales de Rennes;Bauchklang;;;2001-11-29;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;Autriche;;;;;;;;1996;2001.0
2003;25èmes Rencontres Trans Musicales de Rennes;!!! (Chk Chk Chk);;;2003-12-05;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;New York City;;;;1996;1997.0
2003;25èmes Rencontres Trans Musicales de Rennes;Danyel Waro;;;2003-12-04;Liberté Bas;Rennes;;;;;;;;;;;;;;;;;;;;;France (Réunion);;;;Réunion;;;;1975;1995.0
2004;26èmes Rencontres Trans Musicales de Rennes;Wang Lei;;;2004-12-03;Parc des Expositions - Hall 5;Bruz;;;;;;;;;;;;;;;;;;;;;Chine;;;;;;;;;2004.0
2016;38èmes Rencontres Trans Musicales de Rennes;Tropikal Camel;;;2016-12-03;Parc des Expositions - Hall 8;Bruz;;;;;;;;;;;;;;;;;;;;;Israël;;;;Jérusalem;;;;2002;
2016;38èmes Rencontres Trans Musicales de Rennes;Owl Vision;;;2016-12-02;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;Suède;;;;Göteborg;;;;2007;
2016;38èmes Rencontres Trans Musicales de Rennes;Sauropod;;;2016-12-03;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;Norvège;;;;Oslo;;;;2011;
2010;32èmes Rencontres Trans Musicales de Rennes;Concrete Knives;;Kaléidoscope;2010-11-26;L'Omnibus;Saint-Malo;Kaléidoscope;2010-10-26;Espace Bel-Air;Saint-Aubin-du-Cormier;;2010-12-10;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;France;;;;Flers;;;;2007;2008.0
2010;32èmes Rencontres Trans Musicales de Rennes;Janelle Monae;;;2010-12-10;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Kansas City;;;;2004;2005.0
2012;34èmes Rencontres Trans Musicales de Rennes;How We Tried;;Création;2012-12-07;Opéra;Rennes;Création;2012-12-08;Opéra;Rennes;Création;2012-12-09;Opéra;Rennes;;;;;;;;;;;;;France;;;;;;;;2011;2012.0
2012;34èmes Rencontres Trans Musicales de Rennes;Nick Waterhouse;;;2012-12-06;Parc des Expositions - Hall 3;Bruz;Conférence-Concert du Jeu de l'ouïe;2012-12-07;Les Champs Libres;Rennes;;;;;;;;;;;;;;;;;États-Unis;;;;;;;;2010;2011.0
2012;34èmes Rencontres Trans Musicales de Rennes;The Right Ons;;Focus Européen;2012-12-07;Le 4 Bis;Rennes;;;;;;;;;;;;;;;;;;;;;Espagne;;;;;;;;2006;2007.0
2009;31èmes Rencontres Trans Musicales de Rennes;Nimh;;Tournée des Trans;2009-11-13;Le Thy'roir;Ploërmel;Tournée des Trans;2009-11-21;Le Manège;Lorient;;2009-12-04;Ubu;Rennes;;;;;;;;;;;;;France;;;;Rennes;;;;;2009.0
2009;31èmes Rencontres Trans Musicales de Rennes;The Field;;;2009-12-04;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;Suède;;;;Stockholm;;;;2003;2005.0
2013;35èmes Rencontres Trans Musicales de Rennes;DJ Prosper;;;2013-12-06;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;1996;
2010;32èmes Rencontres Trans Musicales de Rennes;Bros Before Hoes;;;2010-12-09;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;2008;2010.0
2011;33èmes Rencontres Trans Musicales de Rennes;Holloys;;;2011-12-03;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;États-Unis;;;;Los Angeles;;;;2005;2009.0
2011;33èmes Rencontres Trans Musicales de Rennes;Hollie Cook;;;2011-12-02;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2008;2011.0
2009;31èmes Rencontres Trans Musicales de Rennes;Complot;;Tournée des Trans;2009-11-14;Le 6 Par 4;Laval;Tournée des Trans;2009-11-18;L'Excelsior;Allonnes;;2009-12-03;Ubu;Rennes;Conférence-Concert du Jeu de L'Ouïe;2009-12-05;Les Champs Libres;Rennes;;;;;;;;;France;;;;Rennes;;;;1981;1982.0
2009;31èmes Rencontres Trans Musicales de Rennes;Modul Club;;Tournée des Trans;2009-11-14;Le 6 Par 4;Laval;Tournée des Trans;2009-11-25;Le Cargö;Caen;;2009-12-04;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;France;;;;;;;;2009;
2009;31èmes Rencontres Trans Musicales de Rennes;Detroit Social Club;;;2009-12-04;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Newcastle-upon-Tyne;;;;2007;2008.0
2009;31èmes Rencontres Trans Musicales de Rennes;FM Belfast;;;2009-12-04;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;;;;;Islande;;;;Reykjavik;;;;2005;2007.0
1999;21èmes Rencontres Trans Musicales de Rennes;Le Tone;;;1999-12-04;La Cité;Rennes;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;1997.0
2017;39èmes Rencontres Trans Musicales de Rennes;Zamilska;;;2017-12-09;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;Pologne;;;;Varsovie;;;;2014;
2015;37èmes Rencontres Trans Musicales de Rennes;Ghost Dance;;;2015-12-05;Parc des Expositions - Green Room;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Paris;;;;"2014 (2006 sous son alias dubstep ""Niveau Zero"")";2015.0
2015;37èmes Rencontres Trans Musicales de Rennes;Darius;;;2015-12-05;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;France;;;;Bordeaux;;;;2010;2014.0
2017;39èmes Rencontres Trans Musicales de Rennes;One Sentence. Supervisor;;Focus Suisse;2017-12-08;Ubu;Rennes;;;;;;;;;;;;;;;;;;;;;Suisse;;;;Baden;;;;2011;
2017;39èmes Rencontres Trans Musicales de Rennes;Rezz;;;2017-12-09;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;Canada;;;;Niagara Falls;;;;2013;
